Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Nigeria,NGA,2010,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,2020668
Nigeria,NGA,2009,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,1904611
Nigeria,NGA,2008,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,1740013
Nigeria,NGA,2005,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,1815337
Nigeria,NGA,2004,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,1790937
Nigeria,NGA,2003,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,1402260
Nigeria,NGA,2001,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,938717
Nigeria,NGA,2010,"Enrolment in pre-primary education, female (number)",SE.PRE.ENRL.FE,981192
Nigeria,NGA,2009,"Enrolment in pre-primary education, female (number)",SE.PRE.ENRL.FE,850818
Nigeria,NGA,2008,"Enrolment in pre-primary education, female (number)",SE.PRE.ENRL.FE,871739
Nigeria,NGA,2005,"Enrolment in pre-primary education, female (number)",SE.PRE.ENRL.FE,883325
Nigeria,NGA,2004,"Enrolment in pre-primary education, female (number)",SE.PRE.ENRL.FE,876396
Nigeria,NGA,2003,"Enrolment in pre-primary education, female (number)",SE.PRE.ENRL.FE,669714
Nigeria,NGA,2001,"Enrolment in pre-primary education, female (number)",SE.PRE.ENRL.FE,446099
Nigeria,NGA,2010,Percentage of enrolment in pre-primary education in private institutions (%),SE.PRE.PRIV.ZS,27.46221
Nigeria,NGA,2009,Percentage of enrolment in pre-primary education in private institutions (%),SE.PRE.PRIV.ZS,21.76418
Nigeria,NGA,2008,Percentage of enrolment in pre-primary education in private institutions (%),SE.PRE.PRIV.ZS,21.87397
Nigeria,NGA,2008,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,60189
Nigeria,NGA,2008,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,39005
Nigeria,NGA,2008,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,64.8042
Nigeria,NGA,2016,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,12155241
Nigeria,NGA,2014,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,12545408
Nigeria,NGA,2013,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,12657191
Nigeria,NGA,2012,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,12006534
Nigeria,NGA,2011,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,11196466
Nigeria,NGA,2010,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,10060007
Nigeria,NGA,2009,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,9712962
Nigeria,NGA,2008,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,9230924
Nigeria,NGA,2007,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,9893864
Nigeria,NGA,2006,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,10369793
Nigeria,NGA,2005,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,9926359
Nigeria,NGA,2004,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,9571016
Nigeria,NGA,2003,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,9181043.5
Nigeria,NGA,2002,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,8791071
Nigeria,NGA,2001,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,8457812
Nigeria,NGA,2000,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,8413413
Nigeria,NGA,1999,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,7848574
Nigeria,NGA,1996,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,6376192
Nigeria,NGA,1995,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,7011657
Nigeria,NGA,1994,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,7134580
Nigeria,NGA,1993,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,6939680
Nigeria,NGA,1992,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,6532113
Nigeria,NGA,1991,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,6034957
Nigeria,NGA,1990,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,5877572
Nigeria,NGA,1989,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,5723731
Nigeria,NGA,1988,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,5382580
Nigeria,NGA,1987,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,5732318
Nigeria,NGA,1986,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,5768791
Nigeria,NGA,1985,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,6331658
Nigeria,NGA,1984,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,6306728
Nigeria,NGA,1983,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,6150810
Nigeria,NGA,1982,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,5970244
Nigeria,NGA,1981,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,5295363
Nigeria,NGA,1980,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,4696682
Nigeria,NGA,1979,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,4257815
Nigeria,NGA,1978,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3511785
Nigeria,NGA,1977,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2625061
Nigeria,NGA,1976,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1964038
Nigeria,NGA,1973,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1863566
Nigeria,NGA,1972,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1716331
Nigeria,NGA,1971,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1495495
Nigeria,NGA,1970,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1299598
Nigeria,NGA,2010,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,276704
Nigeria,NGA,2007,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,225403
Nigeria,NGA,2006,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,285503
Nigeria,NGA,2005,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,304738
Nigeria,NGA,2004,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,303296
Nigeria,NGA,2003,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,281192
Nigeria,NGA,2002,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,242391
Nigeria,NGA,2001,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,231417
Nigeria,NGA,2000,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,213641
Nigeria,NGA,1999,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,207513
Nigeria,NGA,1996,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,199797
Nigeria,NGA,1995,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,197931
Nigeria,NGA,1994,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,201905
Nigeria,NGA,1993,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,191831
Nigeria,NGA,1992,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,172562
Nigeria,NGA,1991,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,150847
Nigeria,NGA,1990,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,142416
Nigeria,NGA,1989,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,153242
Nigeria,NGA,1987,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,107634
Nigeria,NGA,1986,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,125628
Nigeria,NGA,1982,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,121497
Nigeria,NGA,1981,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,118491
Nigeria,NGA,1976,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,40398
Nigeria,NGA,1973,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,36482
Nigeria,NGA,1972,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,34312
Nigeria,NGA,1971,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,26116
Nigeria,NGA,1970,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,24409
Nigeria,NGA,2020,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,2019,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,2018,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,2017,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,2016,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,2015,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,2014,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,2013,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,2012,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,2011,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,2010,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,2009,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,2008,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,2007,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,2006,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,2005,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,2004,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,2003,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,2002,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,2001,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,2000,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,1999,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,1998,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,1997,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,1996,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,1995,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,1994,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,1993,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,1992,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,1991,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,1990,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,1989,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,1988,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,1987,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,1986,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Nigeria,NGA,1985,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,5
Nigeria,NGA,1984,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,5
Nigeria,NGA,1983,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,5
Nigeria,NGA,1982,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,5
Nigeria,NGA,1981,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,5
Nigeria,NGA,1980,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,5
Nigeria,NGA,1979,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,5
Nigeria,NGA,1978,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,5
Nigeria,NGA,1977,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,5
Nigeria,NGA,1976,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,5
Nigeria,NGA,1975,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,5
Nigeria,NGA,1974,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,5
Nigeria,NGA,1973,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,5
Nigeria,NGA,1972,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,5
Nigeria,NGA,1971,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,5
Nigeria,NGA,1970,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,5
Nigeria,NGA,2020,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,2019,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,2018,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,2017,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,2016,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,2015,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,2014,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,2013,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,2012,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,2011,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,2010,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,2009,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,2008,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,2007,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,2006,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,2005,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,2004,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,2003,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,2002,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,2001,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,2000,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,1999,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,1998,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,1997,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,1996,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,1995,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,1994,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,1993,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,1992,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,1991,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,1990,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,1989,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,1988,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,1987,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,1986,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Nigeria,NGA,1985,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
Nigeria,NGA,1984,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
Nigeria,NGA,1983,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
Nigeria,NGA,1982,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
Nigeria,NGA,1981,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
Nigeria,NGA,1980,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
Nigeria,NGA,1979,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
Nigeria,NGA,1978,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
Nigeria,NGA,1977,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
Nigeria,NGA,1976,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
Nigeria,NGA,1975,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
Nigeria,NGA,1974,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
Nigeria,NGA,1973,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
Nigeria,NGA,1972,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
Nigeria,NGA,1971,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
Nigeria,NGA,1970,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
Nigeria,NGA,2016,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,4804058
Nigeria,NGA,2015,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,5215586
Nigeria,NGA,2014,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,4862930
Nigeria,NGA,2013,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,5867044
Nigeria,NGA,2012,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,4785456
Nigeria,NGA,2011,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,4338701
Nigeria,NGA,2010,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,4151615
Nigeria,NGA,2009,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,3578726
Nigeria,NGA,2008,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,3078889
Nigeria,NGA,2007,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2594286
Nigeria,NGA,2006,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2841933
Nigeria,NGA,2005,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2854156
Nigeria,NGA,2004,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2739914
Nigeria,NGA,2002,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2176142
Nigeria,NGA,2001,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2054112
Nigeria,NGA,2000,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,1842215
Nigeria,NGA,1999,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,1797976
Nigeria,NGA,1990,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,1340018
Nigeria,NGA,1989,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,1282522
Nigeria,NGA,1987,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,1333718
Nigeria,NGA,1986,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,1231139
Nigeria,NGA,1984,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,867142
Nigeria,NGA,1983,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,832752
Nigeria,NGA,1982,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,821784
Nigeria,NGA,1981,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,623257
Nigeria,NGA,1980,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,456711
Nigeria,NGA,1979,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,379998
Nigeria,NGA,1978,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,311173
Nigeria,NGA,1977,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,240164
Nigeria,NGA,1973,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,178008
Nigeria,NGA,1972,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,145823
Nigeria,NGA,1971,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,126637
Nigeria,NGA,1970,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,114272
Nigeria,NGA,1990,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,6.93481
Nigeria,NGA,1989,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,7.67318
Nigeria,NGA,1985,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,10.99579
Nigeria,NGA,1984,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,11.30015
Nigeria,NGA,1983,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,13.06567
Nigeria,NGA,1982,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,14.9295
Nigeria,NGA,1981,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,16.6979
Nigeria,NGA,1980,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,17.69264
Nigeria,NGA,1979,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,19.22568
Nigeria,NGA,1978,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,19.23152
Nigeria,NGA,1977,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,19.31899
Nigeria,NGA,1973,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,16.33614
Nigeria,NGA,1972,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,11.3781
Nigeria,NGA,1971,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,18.22486
Nigeria,NGA,1970,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,17.68738
Nigeria,NGA,2016,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,45.03229
Nigeria,NGA,2015,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,49.25794
Nigeria,NGA,2014,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,51.11837
Nigeria,NGA,2013,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,52.53624
Nigeria,NGA,2012,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,46.39627
Nigeria,NGA,2011,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,46.38366
Nigeria,NGA,2010,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,46.69975
Nigeria,NGA,2009,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,42.5262
Nigeria,NGA,2008,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,38.75751
Nigeria,NGA,2007,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,35.66476
Nigeria,NGA,2006,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,38.52905
Nigeria,NGA,2005,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,38.20795
Nigeria,NGA,2004,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,37.73387
Nigeria,NGA,2002,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,32.92242
Nigeria,NGA,2001,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,29.28479
Nigeria,NGA,2000,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,26.35695
Nigeria,NGA,1999,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,25.78506
Nigeria,NGA,2016,"Gross enrolment ratio, lower secondary, female (%)",SE.SEC.ENRR.LO.FE,43.15586
Nigeria,NGA,2015,"Gross enrolment ratio, lower secondary, female (%)",SE.SEC.ENRR.LO.FE,47.41042
Nigeria,NGA,2014,"Gross enrolment ratio, lower secondary, female (%)",SE.SEC.ENRR.LO.FE,48.51905
Nigeria,NGA,2013,"Gross enrolment ratio, lower secondary, female (%)",SE.SEC.ENRR.LO.FE,51.07959
Nigeria,NGA,2012,"Gross enrolment ratio, lower secondary, female (%)",SE.SEC.ENRR.LO.FE,45.09514
Nigeria,NGA,2011,"Gross enrolment ratio, lower secondary, female (%)",SE.SEC.ENRR.LO.FE,43.17131
Nigeria,NGA,2010,"Gross enrolment ratio, lower secondary, female (%)",SE.SEC.ENRR.LO.FE,43.71145
Nigeria,NGA,2009,"Gross enrolment ratio, lower secondary, female (%)",SE.SEC.ENRR.LO.FE,39.41304
Nigeria,NGA,2008,"Gross enrolment ratio, lower secondary, female (%)",SE.SEC.ENRR.LO.FE,35.72489
Nigeria,NGA,2007,"Gross enrolment ratio, lower secondary, female (%)",SE.SEC.ENRR.LO.FE,31.53237
Nigeria,NGA,2006,"Gross enrolment ratio, lower secondary, female (%)",SE.SEC.ENRR.LO.FE,34.91943
Nigeria,NGA,2005,"Gross enrolment ratio, lower secondary, female (%)",SE.SEC.ENRR.LO.FE,35.13027
Nigeria,NGA,2004,"Gross enrolment ratio, lower secondary, female (%)",SE.SEC.ENRR.LO.FE,33.55702
Nigeria,NGA,2002,"Gross enrolment ratio, lower secondary, female (%)",SE.SEC.ENRR.LO.FE,27.29618
Nigeria,NGA,2001,"Gross enrolment ratio, lower secondary, female (%)",SE.SEC.ENRR.LO.FE,26.49634
Nigeria,NGA,2000,"Gross enrolment ratio, lower secondary, female (%)",SE.SEC.ENRR.LO.FE,23.81583
Nigeria,NGA,1999,"Gross enrolment ratio, lower secondary, female (%)",SE.SEC.ENRR.LO.FE,25.00502
Nigeria,NGA,2016,"Gross enrolment ratio, lower secondary, male (%)",SE.SEC.ENRR.LO.MA,46.84006
Nigeria,NGA,2015,"Gross enrolment ratio, lower secondary, male (%)",SE.SEC.ENRR.LO.MA,51.0395
Nigeria,NGA,2014,"Gross enrolment ratio, lower secondary, male (%)",SE.SEC.ENRR.LO.MA,53.6271
Nigeria,NGA,2013,"Gross enrolment ratio, lower secondary, male (%)",SE.SEC.ENRR.LO.MA,53.94318
Nigeria,NGA,2012,"Gross enrolment ratio, lower secondary, male (%)",SE.SEC.ENRR.LO.MA,47.65379
Nigeria,NGA,2011,"Gross enrolment ratio, lower secondary, male (%)",SE.SEC.ENRR.LO.MA,49.49019
Nigeria,NGA,2010,"Gross enrolment ratio, lower secondary, male (%)",SE.SEC.ENRR.LO.MA,49.59146
